society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
B85,Mirrngadja,xd940,djin1252,Djinba,Pama-Nyungan,B008,0.385,,1970,,
B46,Calusa,xd919,calu1239,Calusa,Unclassifiable,B008,0.3873,,1600,,
B163,Nisenan,xd1111,nise1244,Nisenan,Maiduan,B008,0.3975,,1850,,
B4,Shompen,xd901,shom1245,Shom Peng,,B008,0.3977,,1989,,Note Binford (2001) gives density as 0.3954 persons per km2
B131,Yaraldi,xd975,narr1259,Narrinyeri,Pama-Nyungan,B008,0.4,,1850,,
B83,Larikia,xd938,lara1258,Laragia,,B008,0.4,,1900,,
B5,Onge,xd902,onge1236,Önge,Jarawa-Onge,B008,0.401,,1952,,
B70,Dorobo,xd2,okie1245,Okiek,Nilotic,B008,0.4081,,1920,,
B281,Tillamook,xd1080,till1254,Tillamook,Salishan,B008,0.4132,,,,
B289,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,B008,0.4191,,1880,,
B13,Agta (Isabela),xd907,agta1234,Agta-Pahanan,Austronesian,B008,0.4205,,1979,,
B2,Palawan Batak,xd900,bata1301,Batak,Austronesian,B008,0.4327,,1968,,Note Binford (2001) gives density as 0.43 persons per km2
B144,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,B008,0.4375,,1870,,
B86,Burarra,xd941,gunn1247,Gun-narta,Maningrida,B008,0.4375,,1973,,
B65,Mbuti,xd5,bila1255,Bila,Atlantic-Congo,B008,0.44,,1930,,
B99,Mulluk,xd948,mull1237,Mullukmulluk,Northern Daly,B008,0.445,,1900,,Note Binford (2001) gives density as 0.45 persons per km2
B6,Jarawa,xd903,jara1245,Jarawa (India),Jarawa-Onge,B008,0.4474,,1906,,Note Binford (2001) gives density as 0.4465 persons per km2
B105,Mamu,xd954,mamu1253,Mamu,Pama-Nyungan,B008,0.45,,1900,,
B162,Chimariko,xd1094,chim1301,Chimariko,,B008,0.4545,,1860,,Note Binford (2001) gives density as 0.5 persons per km2
B182,Karuk,xd1095,karo1304,Karok,,B008,0.4688,,1860,,
B145,Cupeño,xd1132,cupe1243,Cupeño,Uto-Aztecan,B008,0.4875,,1870,,Note Binford (2001) gives density as 0.488 persons per km2
B19,Kadar,xd912,kada1242,Kadar,Dravidian,B008,0.5,,1946,,
B96,Kuku (Yalanji),xd946,kuku1273,Kuku-Yalanji,Pama-Nyungan,B008,0.5,,1880,,
B41,Bororo,xd1397,boro1282,Bororo,Bororoan,B008,0.5152,,1920,,Note Binford (2001) gives density as 0.5136 persons per km2
B168,Coast Miwok,xd983,coas1301,Coast Miwok,Miwok-Costanoan,B008,0.5357,,1850,,
B298,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,B008,0.5466,,1830,,
B282,Comox,xd1073,isla1276,Island Comox,Salishan,B008,0.55,,1860,,
B268,Squamish,xd1072,squa1248,Squamish,Salishan,B008,0.5667,,1880,,Note Binford (2001) gives density as 0.565 persons per km2
B98,Walmbaria,xd947,flin1247,Flinders Island,Pama-Nyungan,B008,0.5769,,1926,,Note Binford (2001) gives density as 0.58 persons per km2
B278,Quinault,xd1085,quin1251,Quinault,Salishan,B008,0.5869,,1860,,
B160,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,B008,0.5882,,1860,,
B317,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,B008,0.5917,,1870,,Note Binford (2001) gives density as 0.5017 persons per km2
B110,Ngatjan,xd957,ngad1260,Ngadjan,Pama-Nyungan,B008,0.598,,1880,,
B170,Lake Miwok,xd1120,lake1258,Lake Miwok,Miwok-Costanoan,B008,0.6486,,,,Note Binford (2001) gives density as 0.65 persons per km2
B156,Tongva,xd1128,tong1329,Tongva,Uto-Aztecan,B008,0.6494,,1770,,
B103,Kaiadilt,xd952,kaya1319,Kayardild,Tangkic,B008,0.66,,1928,,
B279,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,B008,0.66,,1880,,
B177,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,B008,0.6696,,1860,,
B181,Tututni,xd1092,tutu1242,Tututni,Athabaskan-Eyak-Tlingit,B008,0.6707,,1870,,
B150,Luiseño,xd1133,luis1253,Luiseno,Uto-Aztecan,B008,0.6773,,1860,,Note Binford (2001) gives density as 0.679 persons per km2
B288,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,B008,0.6872,,1890,,
B21,Nayaka,xd914,jenn1240,Jennu Kurumba,Dravidian,B008,0.7,,1978,,
B11,Hill Pandaram,xd905,mala1468,Malapandaram,Dravidian,B008,0.7038,,1972,,
B20,Cholanaikkan,xd913,jenn1240,Jennu Kurumba,Dravidian,B008,0.7056,,1974,,Note Binford (2001) gives density as 0.705 persons per km2
B285,Klallam,xd1075,clal1241,Clallam,Salishan,B008,0.708,,1860,,Note Binford (2001) gives density as 0.7 persons per km2
B87,Gidjingali,xd774,gunn1248,Gun-narda,Maningrida,B008,0.7273,,1950,,
B180,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,B008,0.8,,1860,,
B155,Patwin,xd1121,patw1250,Patwin,Wintuan,B008,0.82,,1850,,
B12,Agta (Casiguran),xd906,casi1235,Casiguran-Nagtipunan Agta,Austronesian,B008,0.87,,1965,,
B7,Ayta (Pinatubo),xd904,boto1242,Botolan Sambal,Austronesian,B008,0.919,,1903,,
B269,Alsea,xd1088,alse1251,Alsea-Yaquina,,B008,0.9677,,1860,,
B290,Haida,xd1068,nort2938,Northern Haida,Haida,B008,0.9709,,1890,,
B167,Lassik,xd1098,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,B008,0.9725,,,,
B275,Coos,xd1081,coos1249,Hanis,Coosan,B008,1.0417,,1860,,
B284,Quileute,xd1077,quil1240,Quileute,Chimakuan,B008,1.0425,,1880,,Note Binford (2001) gives density as 1.043 persons per km2
B184,Wiyot,xd1097,wiyo1248,Wiyot,Algic,B008,1.053,,1860,,Note Binford (2001) gives density as 1.0793 persons per km2
B173,Northern Pomo,xd1115,nort2966,Northern Pomo,Pomoan,B008,1.0839,,1860,,
B165,Kashaya Pomo,xd1418,kash1280,Kashaya,Pomoan,B008,1.1084,,1860,,
B277,Lummi,xd1074,lumm1243,Lummi,Salishan,B008,1.1195,,1880,,Note Binford (2001) gives density as 1.0463 persons per km2
B169,Mattole-Bear River,xd1099,matt1238,Mattole,Athabaskan-Eyak-Tlingit,B008,1.1643,,,,
B161,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,B008,1.18,,1860,,Note Binford (2001) gives density as 1.182 persons per km2
B172,Wappo,xd1119,wapp1239,Wappo,Yuki-Wappo,B008,1.2062,,1860,,
B178,Tolowa,xd1103,tolo1259,Tolowa-Chetco,Athabaskan-Eyak-Tlingit,B008,1.22,,1870,,
B286,Makah,xd1084,maka1318,Makah,Wakashan,B008,1.2296,,1860,,
B15,Chenchu,xd672,chen1255,Chenchu,Dravidian,B008,1.2529,,1940,,Note Binford (2001) gives density as 1.233 persons per km2
B158,Eastern Pomo,xd1116,east2545,Eastern Pomo,Pomoan,B008,1.2703,,1860,,
B171,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,B008,1.3158,,1850,,
B186,Yurok,xd1101,yuro1248,Yurok,Algic,B008,1.3158,,1850,,Note Binford (2001) gives density as 1.31 persons per km2
B166,Sinkyone,xd1100,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,B008,1.3627,,1860,,Note Binford (2001) gives density as 1.3644 persons per km2
B273,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,B008,1.5385,,1880,,Note Binford (2001) gives density as 1.539 persons per km2
B319,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,B008,2.3174,,1860,,
B159,Clear Lake Pomo,xd1116,east2545,Eastern Pomo,Pomoan,B008,3.887,,1860,,Note Binford (2001) gives density as 3.087 persons per km2
